mA	mB	mU	robustness	minRange	maxRange	min(CoRa)	optimalRho	negative_sol	oscilations	other_errors	negative_CoRa	Greater_CoRa	steady_state	0.001	0.0016102620275609393	0.002592943797404667	0.0041753189365604	0.006723357536499335	0.010826367338740546	0.017433288221999882	0.02807216203941177	0.04520353656360243	0.0727895384398315	0.11721022975334802	0.18873918221350972	0.30391953823131973	0.48939009184774934	0.7880462815669912	1.2689610031679222	2.043359717856942	3.2903445623126686	5.298316906283709	8.531678524172808	13.73823795883263	22.122162910704493	35.62247890262442	57.36152510448679	92.36708571873861	148.73521072935117	239.5026619987486	385.6620421163472	621.0169418915616	1000.0
0.0054	0.0062	516.2863	0.0	NaN	NaN	1.000000000000789	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.000000000000789	1.0000000000012568	1.0000000000020286	1.0000000000032725	1.0000000000052574	1.000000000008452	1.0000000000136227	1.0000000000219402	1.0000000000353289	1.0000000000568963	1.0000000000916272	1.0000000001475828	1.0000000002377536	1.0000000003831258	1.0000000006176373	1.0000000009963985	1.0000000016092725	1.0000000026038809	1.0000000042257269	1.0000000068908081	1.0000000113251186	1.0000000188539788	1.00000003206583	1.0000000565454918	1.0000001062281487	1.0000002242694486	1.0000005979354873	1.000002553993942	1.000011046846447	1.0000210658447568
5.4003	6.1804	0.5163	0.0	NaN	NaN	1.0000003959337742	0.001	8.0	0.0	9.0	0.0	13.0	NaN	1.0000003959337742	1.00000063998943	1.0000010368942214	1.000001686274375	1.0000027590494927	1.0000045589240047	1.0000076543723366	1.0000131922672644	1.0000237429680765	1.0000459770814278	1.0001012948202312	1.0002863093178445	1.0014909870093505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
170.774	0.1954	16.3264	0.0	NaN	NaN	1.0000000000003988	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000003988	1.000000000000637	1.000000000001023	1.0000000000016513	1.0000000000026528	1.000000000004278	1.0000000000068872	1.0000000000110785	1.00000000001784	1.0000000000287408	1.000000000046273	1.000000000074524	1.0000000001199778	1.000000000193223	1.0000000003111549	1.0000000005011012	1.0000000008070156	1.0000000012998296	1.0000000020938902	1.0000000033738816	1.0000000054384026	1.0000000087717715	1.0000000141625836	1.0000000229036683	1.0000000371372302	1.0000000604723644	1.0000000991479623	1.0000001643765237	1.000000277496121	1.0000004825762003
0.1708	195.441	0.0163	0.0	NaN	NaN	1.000000000017905	1000.0	9.0	0.0	0.0	0.0	21.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0000002460846316	1.0000001528079954	1.0000000948906773	1.000000058926529	1.0000000365935229	1.0000000227248784	1.0000000141124055	1.0000000087639958	1.0000000054425766	1.0000000033799237	1.0000000020989872	1.000000001303505	1.0000000008094991	1.000000000502709	1.0000000003121952	1.0000000001938774	1.0000000001203981	1.0000000000747753	1.0000000000464333	1.0000000000288318	1.000000000017905
0.9603	0.0348	0.0918	0.0	NaN	NaN	1.0000003879667863	0.001	9.0	0.0	4.0	0.0	17.0	NaN	1.0000003879667863	1.0000006251478664	1.000001007741166	1.0000016255565207	1.0000026249272964	1.0000042459744936	1.000006887139519	1.0000112212174703	1.0000184152488196	1.0000305774342013	1.0000517498476922	1.0000903691210656	1.0001662601840948	1.0003344502180918	1.0007906998326548	1.0026053293527184	1.0238339177487181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
960.333	34.7549	91.8101	0.0	NaN	NaN	1.0000000000003944	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000003944	1.0000000000006415	1.000000000001023	1.0000000000016471	1.0000000000026656	1.0000000000042693	1.0000000000068827	1.0000000000110871	1.0000000000178528	1.0000000000287494	1.000000000046299	1.00000000007455	1.0000000001200688	1.0000000001933704	1.0000000003114755	1.0000000005018292	1.0000000008087713	1.0000000013041468	1.000000002104691	1.0000000034013177	1.0000000055088176	1.000000008953864	1.0000000146369723	1.0000000241501859	1.0000000404515887	1.0000000694464652	1.0000001241769572	1.000000237799606	1.0000005134620866	1.0000013926723395
30.3684	0.0011	0.0029	0.0	NaN	NaN	1.0000000004551228	0.001	0.0	0.0	3.0	0.0	27.0	NaN	1.0000000004551228	1.000000000732882	1.0000000011801684	1.0000000019005024	1.0000000030605771	1.000000004929062	1.0000000079389495	1.0000000127886417	1.000000020605663	1.0000000332132266	1.0000000535668891	1.0000000864774083	1.000000139825632	1.0000002266541959	1.0000003688957333	1.0000006043527951	1.0000010006538111	1.000001685596686	1.0000029202778735	1.0000052990425918	1.0000103918080816	1.0000233218126942	1.0000673468442993	1.0003400228059705	1.0149720693317803	NaN	NaN	NaN	1.0000018729998827	1.0000009197390818
0.0304	1.099	2.9033	0.23333333333333334	0.11721022975334802	2.043359717856942	-2.8785396938810717	2.043359717856942	10.0	0.0	3.0	7.0	10.0	2.3696049619000332	1.0000008190720133	1.0000013377745343	1.0000022044300114	1.0000036860695132	1.0000063164167683	1.0000112890911945	1.0000217613050704	1.000048605627205	1.000152192602441	1.0014492148482192	-0.019680905120817722	-0.027201346792643934	-0.04251019380917319	-0.07200075052523763	-0.13307240362123363	-0.29456000635416285	-2.8785396938810717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0128	0.4635	0.0012	0.0	NaN	NaN	1.0000000005559169	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.0008949013728095	1.0004738172950862	1.0002634816484974	1.000151954424132	1.000089910320283	1.000054128135871	1.0000329584644592	1.0000202153736233	1.000012456898191	1.000007698496827	1.0000047664630607	1.0000029544897127	1.0000018326425943	1.0000011372747486	1.0000007059478333	1.000000438282523	1.00000027213343	1.000000168981168	1.0000001049331042	1.0000000651625243	1.000000040465983	1.0000000251296546	1.0000000156057787	1.000000009691401	1.0000000060184961	1.0000000037375811	1.0000000023210982	1.0000000014414354	1.0000000008951537	1.0000000005559169
12.8062	463.4636	1.2243	0.0	NaN	NaN	1.0000024111612913	0.001	7.0	0.0	15.0	0.0	8.0	NaN	1.0000024111612913	1.0000040887125197	1.0000071631136844	1.0000132502516703	1.0000269058434954	1.0000647286662812	1.0002215213027337	1.0023146346404121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
404.9691	0.0147	0.0387	0.0	NaN	NaN	1.0000000000041611	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000041611	1.0000000000067093	1.0000000000108011	1.0000000000173848	1.0000000000279907	1.0000000000450766	1.0000000000725822	1.0000000001168743	1.0000000001882126	1.000000000303106	1.0000000004881502	1.000000000786237	1.0000000012665466	1.0000000020407604	1.0000000032895189	1.0000000053057168	1.0000000085662348	1.000000013852859	1.0000000224605687	1.0000000365703823	1.000000059950008	1.000000099362991	1.0000001676538068	1.000000291247215	1.000000530871435	1.0000010490717353	1.0000023867285683	1.000007080821987	1.0000382886355486	1.0026131760298094
0.405	14.656	38.716	0.23333333333333334	1.2689610031679222	22.122162910704493	-0.5907417942723358	22.122162910704493	4.0	0.0	4.0	7.0	15.0	2.4458079901625553	1.0000000045440247	1.0000000073248532	1.0000000118151848	1.0000000190782006	1.000000030858221	1.0000000500489703	1.0000000815365138	1.000000133801042	1.0000002221990636	1.0000003763877645	1.0000006594197484	1.0000012259750697	1.0000025489293645	1.0000067346938515	1.000036058970549	-0.012173916381347205	-0.019572171554772023	-0.03239559200827469	-0.05534655009694128	-0.0995978468857629	-0.20039518590455174	-0.5907417942723358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.072	0.0026	6.8848	0.13333333333333333	239.5026619987486	1000.0	-0.05964669840560104	1000.0	0.0	0.0	0.0	4.0	26.0	2603.5413933994882	1.0000000001427847	1.0000000002299128	1.0000000003702225	1.0000000005961651	1.0000000009600079	1.0000000015459223	1.000000002489503	1.0000000040091725	1.0000000064568888	1.0000000104000843	1.0000000167540986	1.0000000269972946	1.000000043521502	1.0000000702078453	1.0000001133830367	1.0000001834369403	1.0000002976334845	1.0000004851944841	1.0000007970323923	1.0000013258831577	1.0000022524132985	1.0000039656977195	1.0000074385126985	1.0000157336806192	1.0000432276023727	1.0002628962637392	-0.014889149469107483	-0.02200306140652587	-0.035240572342513606	-0.05964669840560104
72.0148	2.6062	0.0069	0.0	NaN	NaN	1.000000109586067	0.001	11.0	0.0	7.0	0.0	12.0	NaN	1.000000109586067	1.0000001783437127	1.000000292135438	1.000000483592593	1.0000008143108579	1.0000014099379617	1.0000025558830925	1.0000050038127635	1.0000111961094442	1.000032140574066	1.0001598715666038	1.0063334886469644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.2773	0.0824	217.7161	0.0	NaN	NaN	1.000000000000143	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.000000000000143	1.000000000000234	1.0000000000003684	1.0000000000005982	1.0000000000009623	1.0000000000015516	1.0000000000024967	1.0000000000040352	1.0000000000064884	1.00000000001045	1.0000000000168214	1.000000000027085	1.0000000000436073	1.0000000000702371	1.000000000113108	1.000000000182166	1.0000000002933929	1.0000000004726204	1.0000000007615055	1.0000000012274686	1.0000000019797377	1.0000000031962144	1.0000000051684321	1.0000000083792187	1.0000000136416878	1.0000000223613177	1.000000037067396	1.0000000625987835	1.0000001091003616	1.0000002009450288
0.0023	82.4168	0.2177	0.0	NaN	NaN	Inf	0.001	19.0	0.0	11.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0018	0.005	0.0312	0.0	NaN	NaN	1.0000013398761176	1000.0	8.0	0.0	0.0	0.0	22.0	NaN	1.0005163039772111	1.0009053248975524	1.001679962042951	1.0034382780243358	1.0083259918059913	1.0252309102453276	1.0739338306962802	1.1692923990814472	1.455916119820127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0004097462017907	1.0002538630219775	1.0001574226970413	1.0000976731117637	1.0000606222799386	1.00003763419668	1.000023366355475	1.0000145089282242	1.0000090095286667	1.000005594776213	1.0000034743375217	1.0000021575787734	1.0000013398761176
1.8352	4.9804	31.199	0.13333333333333333	13.73823795883263	57.36152510448679	-3.614013848876169	57.36152510448679	5.0	0.0	1.0	4.0	20.0	5.416928001616372	1.0000000005216152	1.0000000008400085	1.0000000013528467	1.0000000021790114	1.0000000035102343	1.0000000056561749	1.0000000091177612	1.0000000147075174	1.000000023749372	1.0000000384158954	1.0000000623126852	1.0000001015312838	1.0000001666537417	1.0000002768686667	1.0000004693067468	1.000000823129669	1.000001533298346	1.0000031993236478	1.0000085200953353	1.0000470220299216	-0.07126224104591732	-0.133155979634206	-0.29655865017080046	-3.614013848876169	NaN	NaN	NaN	NaN	NaN	NaN
58.0326	0.1575	0.9866	0.0	NaN	NaN	1.000000000076106	0.001	2.0	0.0	1.0	0.0	27.0	NaN	1.000000000076106	1.0000000001225524	1.0000000001973317	1.0000000003177731	1.0000000005117071	1.0000000008240277	1.0000000013269883	1.0000000021370077	1.000000003441696	1.0000000055434919	1.0000000089302465	1.0000000143898133	1.000000023196736	1.00000003741873	1.0000000604252681	1.0000000977466061	1.0000001585621425	1.0000002583791245	1.0000004241133948	1.0000007044229366	1.000001192657211	1.0000020836212922	1.0000038339281612	1.0000077001832621	1.0000180436706962	1.0000569027595143	1.0003665803392872	NaN	NaN	NaN
0.058	157.4946	986.5989	0.5666666666666667	0.48939009184774934	1000.0	-0.29357759875540146	1000.0	0.0	0.0	1.0	17.0	12.0	6.106728489148355	1.0000000005258411	1.0000000008493921	1.0000000013746353	1.0000000022315996	NaN	1.0000000059897078	1.0000000099875244	1.00000001703425	1.0000000301980472	1.0000000573567116	1.0000001243949073	1.0000003630946022	1.00000279614435	-0.0028982838282335826	-0.0018547572223081609	-0.0012625309601350112	-0.0009708419505060343	-0.0009071300445611446	-0.001055009572117747	-0.0014488070929842625	-0.0021816209789566835	-0.003428880011137861	-0.00549495481188081	-0.00890007234970983	-0.014546293102645196	-0.024057076470111183	-0.04055316898685358	-0.07074180005719068	-0.1321734100942858	-0.29357759875540146
0.3263	0.8857	5.5481	0.1	3.2903445623126686	8.531678524172808	-0.6666619419547579	8.531678524172808	5.0	0.0	5.0	3.0	17.0	5.524326199793985	1.0000000164970488	1.0000000265794335	1.0000000428384213	1.0000000690812791	1.0000001114994945	1.0000001802220277	1.0000002919773185	1.0000004748112257	1.0000007768651442	1.0000012838479624	1.0000021570869089	1.0000037266682613	1.0000067570867632	1.0000133832960532	1.000031686001718	1.000117592775116	1.0056656168537	-0.10439098066383382	-0.21213811153779105	-0.6666619419547579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
326.3412	885.6571	0.0055	0.0	NaN	NaN	1.0000134289892118	0.001	14.0	0.0	14.0	0.0	2.0	NaN	1.0000134289892118	1.0001182774636823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.3198	0.028	175.4449	0.0	NaN	NaN	1.0000000000000173	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000173	1.0000000000000215	1.0000000000000433	1.0000000000000693	1.0000000000001041	1.0000000000001779	1.0000000000002816	1.0000000000004723	1.000000000000741	1.000000000001192	1.0000000000019331	1.0000000000031077	1.0000000000050104	1.0000000000080573	1.0000000000129987	1.0000000000209217	1.000000000033699	1.000000000054261	1.0000000000873925	1.0000000001407259	1.0000000002266447	1.0000000003650562	1.0000000005880514	1.0000000009475163	1.0000000015272936	1.0000000024633673	1.0000000039771422	1.0000000064315633	1.0000000104279194	1.0000000169793561
0.0103	28.0069	0.1754	0.0	NaN	NaN	Inf	0.001	24.0	0.0	6.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0245	0.0664	73.9845	0.26666666666666666	35.62247890262442	1000.0	-0.011931210786587028	1000.0	0.0	0.0	0.0	8.0	22.0	1113.1484838825331	1.0000000000924159	1.000000000148827	1.000000000239656	1.0000000003859517	1.000000000621586	1.000000001001214	1.0000000016129176	1.0000000025990958	1.0000000041900297	1.0000000067595831	1.000000010917318	1.000000017664808	1.0000000286676631	1.0000000467487067	1.000000076835709	1.0000001279308526	1.0000002176475142	1.000000384149142	1.0000007236632134	1.0000015426652766	1.0000042996349274	1.000025908076625	-0.007591146013862836	-0.004998382123522321	-0.0037047855379524347	-0.0033230810224622663	-0.0037361347628598724	-0.005037629315072716	-0.007551492995233557	-0.011931210786587028
24.4721	66.4149	0.074	0.0	NaN	NaN	0.49811596936622393	0.02807216203941177	8.0	0.0	14.0	0.0	7.0	NaN	1.000003057373655	1.0000053500346313	1.0000098705257228	1.0000199129342608	1.000047023917018	1.000150451341452	1.000999347422864	0.49811596936622393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
773.8769	0.0021	2.3396	0.0	NaN	NaN	1.0000000000000042	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000042	1.0000000000000044	1.0000000000000087	1.0000000000000129	1.0000000000000218	1.000000000000026	1.0000000000000477	1.0000000000000737	1.0000000000001257	1.0000000000001994	1.0000000000003209	1.0000000000005158	1.0000000000008278	1.0000000000013394	1.0000000000021543	1.0000000000034674	1.0000000000055826	1.0000000000090066	1.0000000000144897	1.0000000000233444	1.0000000000375784	1.000000000060524	1.0000000000974696	1.0000000001569667	1.000000000252785	1.0000000004071508	1.00000000065587	1.000000001056784	1.0000000017034179	1.0000000027473679
0.7739	2.1002	0.0023	0.0	NaN	NaN	1.0000000002351443	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.5724668276112714	1.001551211885657	1.0004981925761813	1.0001898552636272	1.0000817428972997	1.000038737665413	1.0000198227067458	1.000010766736272	1.0000061114564907	1.000003578354845	1.0000021396594312	1.0000012971886627	1.0000007934612136	1.0000004880955504	1.000000301323046	1.0000001864362433	1.0000001155139853	1.0000000716335689	1.0000000444461117	1.0000000275865464	1.0000000171258294	1.0000000106331612	1.0000000066024992	1.000000004099924	1.0000000025459919	1.000000001581056	1.0000000009818397	1.0000000006097358	1.0000000003786442	1.0000000002351443
0.1376	0.0118	0.416	0.0	NaN	NaN	1.000000089750236	0.001	10.0	0.0	1.0	0.0	19.0	NaN	1.000000089750236	1.000000144556218	1.0000002328636959	1.0000003752059146	1.0000006047882055	1.000000975447926	1.0000015748374547	1.0000025466127915	1.0000041287125188	1.0000067218543685	1.0000110186894873	1.0000182654608403	1.000030844738683	1.0000537418955855	1.0000988776257274	1.0002011409321148	1.000503313374183	1.0021909018895705	1.3309677152153794	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
137.6169	11.8104	416.0453	0.0	NaN	NaN	1.0000000000000866	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000866	1.000000000000143	1.000000000000234	1.0000000000003728	1.0000000000006068	1.0000000000009797	1.0000000000015776	1.0000000000025269	1.0000000000040787	1.000000000006571	1.000000000010593	1.000000000017051	1.0000000000274447	1.0000000000442053	1.000000000071195	1.000000000114668	1.0000000001846974	1.0000000002975669	1.000000000479538	1.0000000007731693	1.0000000012476014	1.000000002015669	1.0000000032632876	1.0000000053006326	1.0000000086564271	1.000000014261475	1.0000000238380429	1.0000000408195056	1.0000000728482077	1.0000001399719363
4.3518	0.3735	0.0132	0.0	NaN	NaN	1.0000000075903333	1000.0	4.0	0.0	0.0	0.0	26.0	NaN	1.0000024516292547	1.0000040022368488	1.0000065887780678	1.000010995821715	1.0000187622006633	1.000033199245774	1.0000624013076287	1.0001299930365892	1.0003256148138948	1.001180606003882	1.01168115173727	NaN	NaN	NaN	NaN	1.0000071610864565	1.000004164941611	1.0000024792942876	1.0000014987252452	1.0000009150294265	1.0000005622140953	1.0000003468223477	1.0000002144882454	1.0000001328562347	1.0000000823731372	1.000000051103912	1.0000000317166504	1.0000000196889594	1.0000000122242427	1.0000000075903333
0.0044	373.4785	13.1565	0.36666666666666664	0.001	0.11721022975334802	-1.6134377661352215	0.11721022975334802	15.0	0.0	4.0	11.0	0.0	0.03282259886856036	-0.010187978135513875	-0.008190530018709707	-0.00829452665682456	-0.01044818187476966	-0.01521492920428982	-0.023978784641359125	-0.03961956432917205	-0.06843102502665929	-0.12673473449186506	-0.2761744689591905	-1.6134377661352215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0028	0.2425	0.048	0.0	NaN	NaN	1.000000042501174	1000.0	19.0	0.0	0.0	0.0	11.0	NaN	1.1044518076732515	1.235698584279798	1.9013067794130931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0000011931209545	1.0000007409431482	1.0000004601362549	1.0000002857516301	1.0000001774563088	1.0000001102032623	1.000000068438048	1.000000042501174
2.826	242.5301	48.0442	0.1	0.7880462815669912	2.043359717856942	-0.43479273689159564	2.043359717856942	6.0	0.0	7.0	3.0	14.0	0.18038087059315377	1.000000006978582	1.0000000112603817	1.000000018192123	1.0000000294505587	1.0000000478330913	1.000000078104895	1.0000001286500944	1.0000002149700848	1.0000003679471292	1.0000006563298671	1.0000012608437834	1.0000027992580478	1.0000086967250594	1.0001001885698342	-0.0873725538618131	-0.17012237040245282	-0.43479273689159564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.3659	0.0077	0.0015	0.0	NaN	NaN	1.0000000004804568	0.001	0.0	0.0	8.0	0.0	22.0	NaN	1.0000000004804568	1.000000000773724	1.0000000012460712	1.0000000020069268	1.000000003232796	1.00000000520852	1.0000000083945664	1.0000000135368758	1.0000000218483753	1.0000000353129332	1.0000000572054621	1.000000093011413	1.0000001521284598	1.0000002512173405	1.0000004213503413	1.0000007248436373	1.0000012999782288	1.0000024993648533	1.0000054161806553	1.0000146127141007	1.000062574142522	1.001149545339023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0894	7.6695	1.5193	0.1	0.02807216203941177	0.0727895384398315	-0.6281362780842414	0.0727895384398315	11.0	0.0	9.0	3.0	7.0	0.17569306329785886	1.0000077198496238	1.0000133177808896	1.0000240848911328	1.00004746531002	1.0001111232914544	1.0003976810790325	1.009884096031292	-0.10341603463885514	-0.207183259491472	-0.6281362780842414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.5025	0.0014	270.1722	0.0	NaN	NaN	1.0000000000000044	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000000044	1.000000000000026	1.0000000000000173	1.0000000000000302	1.0000000000000477	1.000000000000078	1.00000000000013	1.0000000000002036	1.0000000000003164	1.0000000000005245	1.0000000000008409	1.0000000000013565	1.0000000000021714	1.0000000000035152	1.0000000000056564	1.0000000000091107	1.0000000000146674	1.000000000023622	1.0000000000380378	1.0000000000612568	1.0000000000986486	1.0000000001588736	1.0000000002559013	1.0000000004122394	1.0000000006642484	1.000000001070788	1.0000000017272606	1.0000000027891893	1.0000000045117776	1.0000000073186335
502.5414	1.3638	0.2702	0.0	NaN	NaN	1.0000000000371665	0.001	4.0	0.0	1.0	0.0	25.0	NaN	1.0000000000371665	1.0000000000598523	1.0000000000963731	1.000000000155211	1.0000000002499547	1.0000000004025436	1.0000000006483718	1.0000000010444616	1.0000000016829338	1.0000000027127454	1.0000000043754553	1.000000007064427	1.0000000114245042	1.0000000185240823	1.000000030163013	1.000000049451765	1.0000000819773074	1.0000001383589192	1.0000002404693897	1.0000004386585533	1.0000008680004748	1.000001979481678	1.0000059005498958	1.000032301716219	1.0024180896618444	NaN	NaN	NaN	NaN	NaN
15.8918	0.0431	8.5436	0.0	NaN	NaN	1.0000000000058946	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000000058946	1.0000000000094922	1.0000000000152827	1.00000000002461	1.0000000000396285	1.0000000000638138	1.0000000001027576	1.000000000165466	1.0000000002664509	1.0000000004290563	1.000000000690926	1.000000001112614	1.000000001791746	1.0000000028855496	1.000000004647428	1.0000000074860502	1.0000000120609003	1.0000000194377954	1.000000031343021	1.000000050582444	1.0000000817424188	1.0000001323870948	1.000000215169272	1.0000003517265048	1.0000005803397514	1.0000009722961902	1.000001670767853	1.0000029965844923	1.0000057929800654	1.0000128912555666
0.0159	43.1286	0.0085	0.0	NaN	NaN	1.0000000000423157	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.0000426621175242	1.0000264129411476	1.0000163716453734	1.0000101550176128	1.0000063017892058	1.0000039117247779	1.0000024285557716	1.0000015079075564	1.0000009363332656	1.00000058143915	1.0000003610682577	1.0000002242236092	1.0000001392443727	1.000000086472242	1.0000000537003855	1.0000000333487211	1.0000000207100674	1.0000000128612847	1.0000000079870688	1.0000000049601	1.0000000030803067	1.0000000019129247	1.0000000011879526	1.000000000737745	1.0000000004581524	1.000000000284512	1.0000000001766876	1.0000000001097271	1.0000000000681437	1.0000000000423157
0.0067	0.0182	20.2601	0.0	NaN	NaN	1.0000000012090737	0.001	0.0	0.0	0.0	0.0	30.0	NaN	1.0000000012090737	1.0000000019472002	1.0000000031362581	1.0000000050520823	1.0000000081400522	1.0000000131202977	1.0000000211600586	1.0000000341589181	1.0000000552280042	1.0000000895147838	1.0000001456734264	1.0000002386233826	1.000000395099175	1.000000665896323	1.0000011562972653	1.0000021142198814	1.0000042448808595	1.0000102394512456	1.0000368524146244	1.0002231420668461	1.000541497326088	1.0009072986522114	1.0014732560912867	1.0023827869595898	1.003855749221567	1.0062541489452346	1.0101887639982412	1.0167217308245255	1.0277901487636147	1.0472120032369996
6.7015	18.1872	0.0203	0.0	NaN	NaN	1.000000000239665	1000.0	2.0	0.0	0.0	0.0	28.0	NaN	1.000054434165233	1.0001203283836764	1.0003373812902783	1.001585643323838	1.0498031596680573	NaN	NaN	1.0000109736204488	1.0000062288591367	1.0000036470899796	1.0000021807582997	1.0000013221051725	1.0000008087021393	1.0000004974710155	1.0000003071109491	1.000000190017378	1.0000001177328202	1.0000000730095389	1.0000000452998596	1.000000028116436	1.0000000174547896	1.0000000108374063	1.0000000067293253	1.0000000041786783	1.0000000025949045	1.0000000016114223	1.0000000010007024	1.0000000006214471	1.0000000003859215	1.000000000239665
211.92	0.5751	640.6792	0.0	NaN	NaN	1.0	0.001	0.0	0.0	0.0	0.0	28.0	NaN	1.0	1.0	1.0000000000000044	1.0000000000000042	1.0000000000000042	1.0000000000000129	1.0000000000000215	1.0000000000000346	1.0000000000000564	1.0000000000000866	1.0000000000001388	1.0000000000002254	1.0000000000003684	1.0000000000005895	1.0000000000009492	1.0000000000015343	1.0000000000024576	1.0000000000039615	1.0000000000063844	1.0000000000102809	1.000000000016544	1.0000000000266516	1.000000000042914	1.000000000069119	1.0000000001113265	1.0000000001793314	1.0000000002890022	1.0000000004659282	1.00000000075171	1.0000000012142227
0.2119	575.1295	0.6407	0.0	NaN	NaN	Inf	0.001	20.0	0.0	10.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.0377	0.1023	0.0036	0.0	NaN	NaN	1.0000000075561617	1000.0	0.0	0.0	0.0	0.0	30.0	NaN	1.114471126663065	1.0419232898367972	1.0144658053403606	1.0057863958635989	1.0025617227423151	1.0012317356132132	1.0006346193793785	1.0003456778373088	1.0001964114392872	1.0001150299132062	1.0000687800786692	1.0000416949286914	1.0000255016910482	1.0000156862788525	1.0000096833981564	1.0000059911855113	1.0000037120051342	1.0000023018936945	1.0000014282331227	1.0000008864626668	1.0000005503177165	1.00000034168312	1.0000002121626612	1.000000131745675	1.0000000818120753	1.000000050805058	1.000000031550183	1.0000000195929502	1.0000000121674633	1.0000000075561617
37.6853	102.2741	3.6028	0.0	NaN	NaN	1.0000000192618967	0.001	3.0	0.0	11.0	0.0	16.0	NaN	1.0000000192618967	1.0000000310568922	1.000000050114145	1.0000000809685172	1.0000001310884008	1.000000212937356	1.000000347747993	1.0000005728495533	1.0000009570332207	1.0000016360288788	1.0000029047386196	1.0000054959312834	1.0000116137906836	1.0000301755006837	1.0001244696137268	1.0042911405219304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
